artist_names,track_name,peak_streams,total_streams,max_peak_rank,min_peak_rank,max_days_on_chart,best_day_streams,first_appearance,uri,source,count,best_day_date,duration_ms,explicit,is_local,popularity,track_number,release_date,album_total_tracks,album_name,spotify_uri,relase-chart_days,chart-best_days,release-best_days,relase-chart_days_bins,is_colab,artist_count
"Huncho Jack, Travis Scott, Quavo",Where U From,971896,971896,104,104,1,971896,2017-12-22,spotify:track:11cCVYamncF0ezwjj1irQ0,Quality Control Music - Epic,1,2017-12-22,251968,True,False,58,12,2017-12-21,13,"Huncho Jack, Jack Huncho",spotify:track:11cCVYamncF0ezwjj1irQ0,1,0,1,<1 week,True,3
A Boogie Wit da Hoodie,Thug Love,971522,971522,140,140,1,971522,2020-02-14,spotify:track:4MzhmCOgPB7xb87f1CXjlA,Highbridge the Label / Atlantic Records,1,2020-02-14,181744,True,False,48,1,2020-02-14,20,Artist 2.0,spotify:track:4MzhmCOgPB7xb87f1CXjlA,0,0,0,0 days,False,1
Rammstein,Puppe,971336,971336,120,120,1,971336,2019-05-17,spotify:track:2iFgHPoa7FNHwgLnjXzu7F,Rammstein,1,2019-05-17,273706,False,False,61,6,2019-05-17,11,Rammstein,spotify:track:2iFgHPoa7FNHwgLnjXzu7F,0,0,0,0 days,False,1
ITZY,LOCO - English Ver.,971069,971069,121,121,1,971069,2021-09-24,spotify:track:01QhKtUc12FGw2wX7dMYvv,Republic Records - ITZY,1,2021-09-24,191462,False,False,0,10,2021-09-24,16,CRAZY IN LOVE,spotify:track:01QhKtUc12FGw2wX7dMYvv,0,0,0,0 days,False,1
Lil Baby,Global,970977,970977,121,121,1,970977,2018-11-30,spotify:track:7cW1wHpSLYgKWzoWlOCPFJ,Quality Control Music/Motown Records/Capitol Records,1,2018-11-30,169826,True,False,50,1,2018-11-30,13,Street Gossip,spotify:track:7cW1wHpSLYgKWzoWlOCPFJ,0,0,0,0 days,False,1
Stray Kids,Give Me Your TMI,970850,970850,170,170,1,970850,2022-10-07,spotify:track:7CQhZA3qNDZBoTKWqjD7gR,Republic Records - Stray Kids,1,2022-10-07,198173,False,False,55,3,2022-10-07,8,MAXIDENT,spotify:track:7CQhZA3qNDZBoTKWqjD7gR,0,0,0,0 days,False,1
"Chris Brown, Jack Harlow",Psychic,968989,968989,160,160,1,968989,2022-06-24,spotify:track:64pUytZWfCpeeMBN0XAadF,Chris Brown Entertainment/RCA Records,1,2022-06-24,220760,True,False,55,11,2022-06-24,24,Breezy,spotify:track:64pUytZWfCpeeMBN0XAadF,0,0,0,0 days,True,2
Juliette,Doce,968557,968557,165,165,1,968557,2021-09-03,spotify:track:152WIAB8132LWxC8Eftmym,Virgin Music Label And Artist Services (S&D),1,2021-09-03,160218,False,False,27,3,2021-09-03,6,Juliette,spotify:track:152WIAB8132LWxC8Eftmym,0,0,0,0 days,False,1
Rammstein,Angst,968395,968395,144,144,1,968395,2022-04-29,spotify:track:0UuNO0yYvsMPlyLF7RfQlg,Rammstein,1,2022-04-29,224801,False,False,65,8,2022-04-29,11,Zeit,spotify:track:0UuNO0yYvsMPlyLF7RfQlg,0,0,0,0 days,False,1
Jonas Brothers,Used To Be,967592,967592,115,115,1,967592,2019-06-07,spotify:track:2n6red10oCd6YhlEUp6jXy,Jonas Brothers Recording,1,2019-06-07,184986,False,False,45,5,2019-06-07,14,Happiness Begins,spotify:track:2n6red10oCd6YhlEUp6jXy,0,0,0,0 days,False,1
Jaden,Icon,488839,966838,190,189,2,488839,2017-11-27,spotify:track:22nyEAEM29tcBRhukR089b,MSFTS/Roc Nation,2,2017-11-28,220995,True,False,64,11,2017-11-17,17,SYRE,spotify:track:22nyEAEM29tcBRhukR089b,10,1,11,1-2 weeks,False,1
OneRepublic,Someday,966585,966585,119,119,1,966585,2021-08-27,spotify:track:6aDsgHPZsMztSbZernzlF8,Mosley Music/Interscope Records,1,2021-08-27,187888,False,False,65,3,2021-08-27,16,Human (Deluxe),spotify:track:6aDsgHPZsMztSbZernzlF8,0,0,0,0 days,False,1
"Logic, Cordae",Mama/Show Love (feat. YBN Cordae),965753,965753,106,106,1,965753,2019-05-10,spotify:track:43IfdE75ficQgsI8QGBvwb,Def Jam Recordings,1,2019-05-10,241306,True,False,0,5,2019-05-10,16,Confessions of a Dangerous Mind,spotify:track:43IfdE75ficQgsI8QGBvwb,0,0,0,0 days,True,2
The xx,Replica,567996,964786,134,134,2,567996,2017-01-13,spotify:track:4O4xuKdvJvl7HpFlYGwudS,Young,2,2017-01-13,249000,False,False,0,6,2017-01-13,10,I See You,spotify:track:4O4xuKdvJvl7HpFlYGwudS,0,0,0,0 days,False,1
Stromae,Fils de joie,964672,964672,125,125,1,964672,2022-03-04,spotify:track:6w2jx3gzQAtoKP22czcANv,Universal Music Division Carthage Music,1,2022-03-04,195440,False,False,61,4,2022-03-03,12,Multitude,spotify:track:6w2jx3gzQAtoKP22czcANv,1,0,1,<1 week,False,1
"John Legend, Esperanza Spalding",Have Yourself a Merry Little Christmas (feat. Esperanza Spalding),963243,963243,171,171,1,963243,2018-12-24,spotify:track:3yQbBL8hsYtUhXSrmbKq8X,Columbia/Legacy,1,2018-12-24,223240,False,False,0,3,2018-10-26,14,A Legendary Christmas,spotify:track:3yQbBL8hsYtUhXSrmbKq8X,59,0,59,4+ weeks,True,2
"David Guetta, Bebe Rexha, Ty Dolla $ign, A Boogie Wit da Hoodie","Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",962887,962887,138,138,1,962887,2021-10-29,spotify:track:0HLhptvI8NozbOHRLNniFz,Atlantic Records,1,2021-10-29,158994,False,False,51,1,2021-10-29,1,"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",spotify:track:0HLhptvI8NozbOHRLNniFz,0,0,0,0 days,True,4
"Beyoncé, Childish Gambino, Billy Eichner, Seth Rogen",Can You Feel the Love Tonight,962768,962768,119,119,1,962768,2019-07-12,spotify:track:1zSKtBze2IReYU44W0lDzd,Walt Disney Records,1,2019-07-12,182613,False,False,57,12,2019-07-10,19,The Lion King (Original Motion Picture Soundtrack),spotify:track:1zSKtBze2IReYU44W0lDzd,2,0,2,<1 week,True,4
"Lil Baby, Lil Durk",2040,962177,962177,122,122,1,962177,2021-06-04,spotify:track:2ELp0EL65yitpfJYwc5983,Quality Control Music/Alamo Records/Motown Records,1,2021-06-04,192920,True,False,59,2,2021-06-04,18,The Voice of the Heroes,spotify:track:2ELp0EL65yitpfJYwc5983,0,0,0,0 days,True,2
Paulo Londra,Nublado,961796,961796,135,135,1,961796,2022-06-30,spotify:track:5JCquuXMmdXNypO32fPb0M,WEA Latina,1,2022-06-30,180000,False,False,61,1,2022-06-28,1,Nublado,spotify:track:5JCquuXMmdXNypO32fPb0M,2,0,2,<1 week,False,1
DaBaby,PROLLY HEARD,959633,959633,114,114,1,959633,2019-09-27,spotify:track:0O7mJ0noFBLn8MMUJrFaF1,South Coast Music Group/Interscope Records,1,2019-09-27,143225,True,False,44,10,2019-09-27,13,KIRK,spotify:track:0O7mJ0noFBLn8MMUJrFaF1,0,0,0,0 days,False,1
"SANTOS, Sido, Samra",Leere Hände (feat. Sido & Samra),959124,959124,146,146,1,959124,2021-04-09,spotify:track:5QEqzFV7R8KSSCJa37tfvs,Urban,1,2021-04-09,169191,False,False,55,1,2021-04-08,1,Leere Hände (feat. Sido & Samra),spotify:track:5QEqzFV7R8KSSCJa37tfvs,1,0,1,<1 week,True,3
Olivia Newton-John,Hopelessly Devoted To You - From “Grease”,957816,957816,140,140,1,957816,2022-08-09,spotify:track:5nNpVC9AC6DWgrT5RX0e0b,UMC (Universal Music Catalogue),1,2022-08-09,186000,False,False,60,5,2002-02-05,12,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,spotify:track:5nNpVC9AC6DWgrT5RX0e0b,7490,0,7490,4+ weeks,False,1
"Stormzy, Headie One",Audacity (feat. Headie One),957039,957039,134,134,1,957039,2019-12-13,spotify:track:6Oq4fiDzKaFMU89dTvM24u,Atlantic Records UK,1,2019-12-13,245920,True,False,55,2,2019-12-13,16,Heavy Is The Head,spotify:track:6Oq4fiDzKaFMU89dTvM24u,0,0,0,0 days,True,2
"iann dior, Lil Uzi Vert",V12 (feat. Lil Uzi Vert),956567,956567,139,139,1,956567,2021-09-17,spotify:track:4ZUNw5tDBZTOqzPEVIYyOy,10K Projects,1,2021-09-17,177835,True,False,0,1,2021-09-14,1,V12 (feat. Lil Uzi Vert),spotify:track:4ZUNw5tDBZTOqzPEVIYyOy,3,0,3,<1 week,True,2
The 1975,I Always Wanna Die (Sometimes),955805,955805,125,125,1,955805,2018-11-30,spotify:track:3HPpOFmDibEO06Z2q4ZN5u,Polydor Records,1,2018-11-30,314662,False,False,0,15,2018-11-30,15,A Brief Inquiry Into Online Relationships,spotify:track:3HPpOFmDibEO06Z2q4ZN5u,0,0,0,0 days,False,1
"Miley Cyrus, RuPaul",Cattitude (feat. RuPaul),954824,954824,112,112,1,954824,2019-05-31,spotify:track:0uZd8cKaTyNogTREourFY5,RCA/Legacy,1,2019-05-31,189973,True,False,0,4,2019-05-31,6,SHE IS COMING,spotify:track:0uZd8cKaTyNogTREourFY5,0,0,0,0 days,True,2
Polo G,Bloody Canvas,954292,954292,151,151,1,954292,2021-06-11,spotify:track:7Cj3tnMCpXpHgE8CIISbGq,Columbia,1,2021-06-11,265404,True,False,53,20,2021-06-11,20,Hall of Fame,spotify:track:7Cj3tnMCpXpHgE8CIISbGq,0,0,0,0 days,False,1
"Lil Baby, 42 Dugg",Grace (feat. 42 Dugg),954067,954067,119,119,1,954067,2020-02-28,spotify:track:01JMnRUs2YOK6DDpdQASGY,Quality Control/Motown Records,1,2020-02-28,203438,True,False,71,4,2020-02-28,20,My Turn,spotify:track:01JMnRUs2YOK6DDpdQASGY,0,0,0,0 days,True,2
"Brent Faiyaz, Drake, The Neptunes",WASTING TIME (FEAT. DRAKE & THE NEPTUNES),953907,953907,39,39,9,953907,2022-07-08,spotify:track:6N9U1wkWniSXD4TKD4ln0h,"Lost Kids LLC., Marketed by Venice / Stem",1,2022-07-08,301304,True,False,57,9,2022-07-08,19,WASTELAND,spotify:track:6N9U1wkWniSXD4TKD4ln0h,0,0,0,0 days,True,3
Little Mix,Confetti,953217,953217,121,121,1,953217,2020-11-06,spotify:track:4OZVHWYtGOaQuK0oQikS2b,RCA Records Label,1,2020-11-06,167440,False,False,0,4,2020-11-05,13,Confetti,spotify:track:4OZVHWYtGOaQuK0oQikS2b,1,0,1,<1 week,False,1
Daddy Yankee,EL ABUSADOR DEL ABUSADOR,953165,953165,148,148,1,953165,2022-03-25,spotify:track:6rEpJ5uF56xgL2r61xABqc,Republic Records,1,2022-03-25,161663,True,False,44,10,2022-03-25,19,LEGENDADDY,spotify:track:6rEpJ5uF56xgL2r61xABqc,0,0,0,0 days,False,1
Isabel LaRosa,i'm yours sped up,951919,951919,197,197,1,951919,2022-11-09,spotify:track:4sFGNz4MYpGoz53ZGCwsiE,Slumbo Labs/RCA Records,1,2022-11-09,127780,False,False,68,2,2022-10-28,2,i'm yours,spotify:track:4sFGNz4MYpGoz53ZGCwsiE,12,0,12,1-2 weeks,False,1
"Lil Nas X, Travis Barker",F9mily (You & Me),951630,951630,110,110,1,951630,2019-06-21,spotify:track:1ABQT5SxlUTNapSbSzblGx,Columbia,1,2019-06-21,162720,False,False,41,3,2019-06-21,8,7,spotify:track:1ABQT5SxlUTNapSbSzblGx,0,0,0,0 days,True,2
Logic,Open Mic\\Aquarius III,951439,951439,135,135,1,951439,2020-07-24,spotify:track:4L6QpiLxCLok9wZfFIdiqF,Def Jam Recordings,1,2020-07-24,303930,True,False,43,5,2020-07-24,15,No Pressure,spotify:track:4L6QpiLxCLok9wZfFIdiqF,0,0,0,0 days,False,1
21 Savage,Bad Business,513345,950096,164,164,2,513345,2017-07-07,spotify:track:2MnJoNVtf0pw7HUn3I1Tih,"Slaughter Gang, LLC/Epic Records",2,2017-07-07,162253,True,False,46,4,2017-07-06,14,Issa Album,spotify:track:2MnJoNVtf0pw7HUn3I1Tih,1,0,1,<1 week,False,1
Michael Jackson,Smooth Criminal - 2012 Remaster,949817,949817,190,190,1,949817,2022-10-31,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,Epic/Legacy,1,2022-10-31,257760,False,False,72,10,2012-09-18,24,Bad 25th Anniversary,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,3695,0,3695,4+ weeks,False,1
"Dolly Parton, Kenny Rogers",Islands in the Stream,949433,949433,104,104,1,949433,2020-03-21,spotify:track:6apPqjW8ezpKEicAkkBlvO,RCA Records Label Nashville,1,2020-03-21,250053,False,False,65,8,2016-08-19,22,Pure & Simple,spotify:track:6apPqjW8ezpKEicAkkBlvO,1310,0,1310,4+ weeks,True,2
Lil Baby,Deep End (Lil Baby & Gunna),948736,948736,116,116,1,948736,2018-10-05,spotify:track:16QjPRt5HYK0dnLGmGRCvf,"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,2018-10-05,174661,True,False,49,4,2018-10-05,13,Drip Harder,spotify:track:16QjPRt5HYK0dnLGmGRCvf,0,0,0,0 days,False,1
Twenty One Pilots,No Chances,948716,948716,143,143,1,948716,2021-05-21,spotify:track:2OdfQjIJlomZFUBTEDKMre,Fueled By Ramen,1,2021-05-21,226449,False,False,56,10,2021-05-21,11,Scaled And Icy,spotify:track:2OdfQjIJlomZFUBTEDKMre,0,0,0,0 days,False,1
"Quavo, Saweetie",GIVE IT TO EM (feat. Saweetie),948471,948471,103,103,1,948471,2018-10-12,spotify:track:1kvt3N2KmoSAunaEJNrgNM,Quality Control Music/Motown Records/Capitol Records,1,2018-10-12,182440,True,False,38,5,2018-10-12,19,QUAVO HUNCHO,spotify:track:1kvt3N2KmoSAunaEJNrgNM,0,0,0,0 days,True,2
Charlie Puth,Loser,948404,948404,182,182,1,948404,2022-10-07,spotify:track:1BCXUbnU0486n4eeTyyVIj,Atlantic Records,1,2022-10-07,204376,False,False,54,7,2022-10-06,12,CHARLIE,spotify:track:1BCXUbnU0486n4eeTyyVIj,1,0,1,<1 week,False,1
"mgk, Trippie Redd",all I know (feat. Trippie Redd),948215,948215,131,131,1,948215,2020-09-25,spotify:track:1vuUbnY82fCNjfzqjLmblw,Bad Boy/Interscope Records,1,2020-09-25,129142,True,False,55,6,2020-09-25,15,Tickets To My Downfall,spotify:track:1vuUbnY82fCNjfzqjLmblw,0,0,0,0 days,True,2
PNL,Menace,947643,947643,136,136,1,947643,2019-04-05,spotify:track:3cdxShmWeMHolKPDi3SRXM,QLF Records,1,2019-04-05,188864,True,False,51,13,2019-04-05,16,Deux frères,spotify:track:3cdxShmWeMHolKPDi3SRXM,0,0,0,0 days,False,1
"Future, Juice WRLD",7 Am Freestyle,947551,947551,110,110,1,947551,2018-10-19,spotify:track:1hHe7cirScEJWgAS0JFqTL,Epic/Freebandz/Grade A/Interscope,1,2018-10-19,192906,True,False,55,7,2018-10-19,16,Future & Juice WRLD Present... WRLD ON DRUGS,spotify:track:1hHe7cirScEJWgAS0JFqTL,0,0,0,0 days,True,2
The xx,Performance,552152,947359,143,143,2,552152,2017-01-13,spotify:track:5UCsGZSezdlGA1bY3QMgXG,Young,2,2017-01-13,246013,False,False,0,5,2017-01-13,10,I See You,spotify:track:5UCsGZSezdlGA1bY3QMgXG,0,0,0,0 days,False,1
The Kid LAROI,SAME ENERGY,946862,946862,135,135,1,946862,2021-07-23,spotify:track:3mXOssdHHkN6AvLw6ZgKiL,Columbia,1,2021-07-23,93176,True,False,2,4,2021-07-23,29,F*CK LOVE 3: OVER YOU,spotify:track:3mXOssdHHkN6AvLw6ZgKiL,0,0,0,0 days,False,1
Khalid,Salem's Interlude,946528,946528,111,111,1,946528,2018-10-19,spotify:track:0v75ti1d2M6pd0sC42UNNN,"Right Hand Music Group, LLC/RCA Records",1,2018-10-19,81933,True,False,37,4,2018-10-19,7,Suncity,spotify:track:0v75ti1d2M6pd0sC42UNNN,0,0,0,0 days,False,1
"Steve Lacy, Fousheé",Sunshine (feat. Fousheé),946528,946528,172,172,1,946528,2022-07-15,spotify:track:2FPmvXIMpjgzJQbUeJo8Iv,L-M Records/RCA Records,1,2022-07-15,293426,False,False,58,9,2022-07-15,10,Gemini Rights,spotify:track:2FPmvXIMpjgzJQbUeJo8Iv,0,0,0,0 days,True,2
blackbear,@ my worst,945570,945570,128,128,1,945570,2021-08-06,spotify:track:0mHGftgYtmpH4y17T3VZ2E,Alamo/Columbia,1,2021-08-06,191364,True,False,58,1,2021-08-06,1,@ my worst,spotify:track:0mHGftgYtmpH4y17T3VZ2E,0,0,0,0 days,False,1
"Ozzy Osbourne, Post Malone",It's A Raid (feat. Post Malone),943818,943818,129,129,1,943818,2020-02-21,spotify:track:4CEFxa53bQl45kF3Fq6CeD,Epic,1,2020-02-21,260016,True,False,40,10,2020-02-21,11,Ordinary Man,spotify:track:4CEFxa53bQl45kF3Fq6CeD,0,0,0,0 days,True,2
mgk,title track,943531,943531,133,133,1,943531,2020-09-25,spotify:track:4kDgnKgZTX6puRz9EoNjle,Bad Boy/Interscope Records,1,2020-09-25,165967,True,False,53,1,2020-09-25,15,Tickets To My Downfall,spotify:track:4kDgnKgZTX6puRz9EoNjle,0,0,0,0 days,False,1
"Ufo361, Sonus030",Games,943078,943078,117,117,1,943078,2020-09-04,spotify:track:3P4uSN2VJ7asF4xdw1lDEf,Stay High,1,2020-09-04,179066,False,False,0,1,2020-09-04,1,Games,spotify:track:3P4uSN2VJ7asF4xdw1lDEf,0,0,0,0 days,True,2
Doja Cat,Alone,942629,942629,150,150,1,942629,2021-06-25,spotify:track:45Nc6nYgV3yBvAeRaZt689,Kemosabe Records/RCA Records,1,2021-06-25,228866,True,False,55,13,2021-06-25,14,Planet Her,spotify:track:45Nc6nYgV3yBvAeRaZt689,0,0,0,0 days,False,1
John Mayer,Wild Blue,942553,942553,144,144,1,942553,2021-07-16,spotify:track:4VFGpluBaU1WcquEMzhSz6,Columbia,1,2021-07-16,252413,False,False,62,5,2021-07-16,10,Sob Rock,spotify:track:4VFGpluBaU1WcquEMzhSz6,0,0,0,0 days,False,1
Gunna,flooded,940569,940569,130,130,1,940569,2022-01-07,spotify:track:2uir82NkzZ8yIT01L6UoJj,300 Entertainment,1,2022-01-07,152000,True,False,0,14,2022-01-07,19,DS4EVER,spotify:track:2uir82NkzZ8yIT01L6UoJj,0,0,0,0 days,False,1
PNL,Zoulou tchaing,940383,940383,140,140,1,940383,2019-04-05,spotify:track:1gRMO4h3NGb1ZJA7TNdMPj,QLF Records,1,2019-04-05,325555,True,False,53,14,2019-04-05,16,Deux frères,spotify:track:1gRMO4h3NGb1ZJA7TNdMPj,0,0,0,0 days,False,1
Lana Del Rey,Wild At Heart,939974,939974,134,134,1,939974,2021-03-19,spotify:track:5RJot1fR8C90lLXzHtUqpo,Polydor Records,1,2021-03-19,246609,False,False,57,5,2021-03-19,11,Chemtrails Over The Country Club,spotify:track:5RJot1fR8C90lLXzHtUqpo,0,0,0,0 days,False,1
RIN,DAS RENNEN,938639,938639,89,89,1,938639,2020-06-05,spotify:track:3qT2eKpWNq5cze7kGGORDZ,GOLD LEAGUE/DIVISION,1,2020-06-05,193684,False,False,45,1,2020-06-05,1,DAS RENNEN,spotify:track:3qT2eKpWNq5cze7kGGORDZ,0,0,0,0 days,False,1
Polo G,So Real,937452,937452,155,155,1,937452,2021-06-11,spotify:track:0NvHg9fiix03UG7hdYx6DI,Columbia,1,2021-06-11,164725,True,False,51,16,2021-06-11,20,Hall of Fame,spotify:track:0NvHg9fiix03UG7hdYx6DI,0,0,0,0 days,False,1
SCH,Crack,936979,936979,135,135,1,936979,2021-03-19,spotify:track:52yZydTRNmxinmjt5hjk95,Rec. 118,1,2021-03-19,156613,True,False,51,7,2021-03-19,19,JVLIVS II,spotify:track:52yZydTRNmxinmjt5hjk95,0,0,0,0 days,False,1
Lukas Graham,HERE (For Christmas),936404,936404,196,196,1,936404,2019-12-24,spotify:track:1Cth2nNUYYfCiSoIei6rCi,a Copenhagen Records / Then We Take The World release,1,2019-12-24,240689,False,False,42,1,2019-11-08,1,HERE (For Christmas),spotify:track:1Cth2nNUYYfCiSoIei6rCi,46,0,46,4+ weeks,False,1
Orelsan,Du propre,935664,935664,157,157,1,935664,2021-11-19,spotify:track:17gkoi8EGPO1XssTOYK5ki,7TH Magnitude / Strong Ninja,1,2021-11-19,227040,False,False,39,3,2021-11-19,15,Civilisation,spotify:track:17gkoi8EGPO1XssTOYK5ki,0,0,0,0 days,False,1
Marracash,DUBBI,935625,935625,158,158,1,935625,2021-11-19,spotify:track:7fI5RJec8R3jJ95pljZnkN,Universal Music Italia srL.,1,2021-11-19,234446,True,False,0,7,2021-11-19,14,"NOI, LORO, GLI ALTRI",spotify:track:7fI5RJec8R3jJ95pljZnkN,0,0,0,0 days,False,1
"Avicii, Agnes, Vargas & Lagola",Tough Love,935531,935531,17,17,23,935531,2019-06-06,spotify:track:0uxDHazXSSu9bSZ28LsnAN,Universal Music AB,1,2019-06-06,191248,False,False,40,1,2019-05-09,1,Tough Love (feat. Vargas & Lagola),spotify:track:0uxDHazXSSu9bSZ28LsnAN,28,0,28,3-4 weeks,True,3
"BLOODY VINYL, Slait, MILES, Salmo, Taxi B, Greg Willen","MACHETE SATELLITE (feat. Salmo, Taxi B & Greg Willen)",935278,935278,143,143,1,935278,2020-10-02,spotify:track:3CHiuPXn9ufDJhVy1xI4Jf,Arista,1,2020-10-02,146986,True,False,0,1,2020-10-02,15,BV3,spotify:track:3CHiuPXn9ufDJhVy1xI4Jf,0,0,0,0 days,True,4
Twenty One Pilots,Formidable,934596,934596,147,147,1,934596,2021-05-21,spotify:track:2jfyY5GIc7wsYVIrCnjblC,Fueled By Ramen,1,2021-05-21,176324,False,False,57,8,2021-05-21,11,Scaled And Icy,spotify:track:2jfyY5GIc7wsYVIrCnjblC,0,0,0,0 days,False,1
"Martin Garrix, John Martin",Higher Ground (feat. John Martin),934557,934557,102,102,1,934557,2020-05-15,spotify:track:0rohJsT6NWsThpukt0Xxdc,Epic Amsterdam,1,2020-05-15,206279,False,False,52,1,2020-05-14,1,Higher Ground (feat. John Martin),spotify:track:0rohJsT6NWsThpukt0Xxdc,1,0,1,<1 week,True,2
"Eminem, 50 Cent",Is This Love ('09) (feat. 50 Cent),934350,934350,173,173,1,934350,2022-08-05,spotify:track:7rK0iM6jwuo1oizdx8suQA,Aftermath,1,2022-08-05,212013,True,False,56,7,2022-08-05,35,Curtain Call 2,spotify:track:7rK0iM6jwuo1oizdx8suQA,0,0,0,0 days,True,2
"YUNGBLUD, Dan Reynolds",original me (feat. dan reynolds of imagine dragons),933897,933897,108,108,1,933897,2019-10-11,spotify:track:4KzOYxD4qIkUtZV9ZYakGu,Locomotion Recordings/Geffen Records,1,2019-10-11,205320,True,False,51,1,2019-10-09,1,original me (feat. dan reynolds of imagine dragons),spotify:track:4KzOYxD4qIkUtZV9ZYakGu,2,0,2,<1 week,True,2
"blackbear, Tate McRae",u love u (with Tate McRae),933635,933635,133,133,1,933635,2021-06-04,spotify:track:1xBQDoxqFyloelbnfju8na,Alamo/Columbia,1,2021-06-04,189062,True,False,0,1,2021-06-04,1,u love u (with Tate McRae),spotify:track:1xBQDoxqFyloelbnfju8na,0,0,0,0 days,True,2
Daft Punk,Around the World,933382,933382,110,110,1,933382,2021-02-23,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,Daft Life Ltd./ADA France,1,2021-02-23,429533,False,False,72,7,1997-01-17,16,Homework,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,8803,0,8803,4+ weeks,False,1
James Bay,Wild Love,933223,933223,99,99,1,933223,2018-02-09,spotify:track:6JnRLa50GuHzF0ucg9AGMI,Universal Records,1,2018-02-09,197413,False,False,0,1,2018-02-08,1,Wild Love,spotify:track:6JnRLa50GuHzF0ucg9AGMI,1,0,1,<1 week,False,1
Logic,The Glorious Five,932263,932263,126,126,1,932263,2018-09-28,spotify:track:066QkK1heGoXBUPBbcOhEG,Def Jam Recordings,1,2018-09-28,216520,True,False,42,4,2018-09-28,14,YSIV,spotify:track:066QkK1heGoXBUPBbcOhEG,0,0,0,0 days,False,1
Kamferdrops,Jag trodde änglarna fanns,488393,932242,194,194,2,488393,2017-06-23,spotify:track:3qy7P1Vr6eGIwHP9DCUHwK,Virgin Music Label And Artist Services,2,2017-06-23,190462,False,False,44,1,2017-05-12,1,Jag trodde änglarna fanns,spotify:track:3qy7P1Vr6eGIwHP9DCUHwK,42,0,42,4+ weeks,False,1
"Haftbefehl, Shirin David, Bazzazian",Conan x Xenia,931295,931295,98,98,1,931295,2020-05-08,spotify:track:1mfmCQWZhV30L4Aj8ytMLz,Urban,1,2020-05-08,200773,True,False,44,1,2020-05-07,1,Conan x Xenia,spotify:track:1mfmCQWZhV30L4Aj8ytMLz,1,0,1,<1 week,True,3
"mgk, glaive",more than life (feat. glaive),931165,931165,194,194,1,931165,2022-06-10,spotify:track:7IRe1bo7Zm0q5Fn9MlNMZM,Bad Boy/Interscope Records,1,2022-06-10,196465,True,False,55,1,2022-06-10,1,more than life (feat. glaive),spotify:track:7IRe1bo7Zm0q5Fn9MlNMZM,0,0,0,0 days,True,2
ZAYN,There You Are,930721,930721,128,128,1,930721,2018-12-14,spotify:track:155EsNGoXo7XSVF84oTPam,RCA Records Label,1,2018-12-14,199600,False,False,0,11,2018-12-13,27,Icarus Falls,spotify:track:155EsNGoXo7XSVF84oTPam,1,0,1,<1 week,False,1
AC/DC,Realize,930458,930458,129,129,1,930458,2020-11-13,spotify:track:4JDjZ2AzlHnde5uUy0TveV,Columbia,1,2020-11-13,217466,False,False,49,1,2020-11-13,12,POWER UP,spotify:track:4JDjZ2AzlHnde5uUy0TveV,0,0,0,0 days,False,1
"Sech, Daddy Yankee, J Balvin",Sal y Perrea - Remix,930379,930379,123,123,1,930379,2021-10-01,spotify:track:1mG8VynhqySA52bALfYrvO,Rich Music,1,2021-10-01,226500,False,False,52,1,2021-09-30,1,Sal y Perrea (Remix),spotify:track:1mG8VynhqySA52bALfYrvO,1,0,1,<1 week,True,3
"ZAYN, Timbaland",Too Much (feat. Timbaland),930296,930296,104,104,1,930296,2018-08-03,spotify:track:7jhlKPpAUqgV1m6AOTO19U,RCA Records Label,1,2018-08-03,185790,True,False,0,1,2018-08-02,1,Too Much (feat. Timbaland),spotify:track:7jhlKPpAUqgV1m6AOTO19U,1,0,1,<1 week,True,2
"Bonez MC, RAF Camora",Sommer,929469,929469,176,176,1,929469,2022-08-05,spotify:track:5pUhMwmYr4gf6Lt3U5qsHz,187 Strassenbande,1,2022-08-05,193749,True,False,0,1,2022-08-04,2,Sommer,spotify:track:5pUhMwmYr4gf6Lt3U5qsHz,1,0,1,<1 week,True,2
"Bruno Mars, Anderson .Paak, Silk Sonic",Love's Train,929343,929343,146,146,1,929343,2022-02-18,spotify:track:60gTdTwaNtGAzIxKfeGVfJ,Aftermath Entertainment/Atlantic,1,2022-02-18,307014,False,False,3,1,2022-02-14,1,Love's Train,spotify:track:60gTdTwaNtGAzIxKfeGVfJ,4,0,4,<1 week,True,3
Van Halen,Runnin' with the Devil - 2015 Remaster,929248,929248,113,113,1,929248,2020-10-07,spotify:track:3KhF2YiNpJvGpfiCW45R6D,Rhino/Warner Records,1,2020-10-07,214960,False,False,67,1,1978-02-10,11,Van Halen (Remastered),spotify:track:3KhF2YiNpJvGpfiCW45R6D,15580,0,15580,4+ weeks,False,1
